id,tgl_pencatatan,jml_lahir_pedaging_jantan,jml_lahir_pedaging_betina,jml_lahir_perah_jantan,jml_lahir_perah_betina,jml_mati_pedaging_jantan,jml_mati_pedaging_betina,jml_mati_perah_jantan,jml_mati_perah_betina,jml_mati_pedaging_anaan_jantan,jml_mati_pedaging_anakan_betina,jml_mati_perah_anakan_jantan,jml_mati_perah_anakan_betina,id_peternak
5491,2039-07-30,24,0,0,0,0,31,39,0,1,49,28,31,1
5492,2039-07-31,15,0,0,0,0,0,19,6,1,0,21,0,1
5493,2039-08-01,0,0,0,0,22,44,0,22,1,22,0,37,1
5494,2039-08-02,0,0,26,37,0,0,0,14,1,0,44,7,1
5495,2039-08-03,0,0,0,37,0,0,0,0,1,0,0,0,1
5496,2039-08-04,0,0,17,0,5,0,0,0,1,0,0,0,1
5497,2039-08-05,0,0,0,0,0,0,49,0,1,16,47,0,1
5498,2039-08-06,0,0,16,12,0,0,32,18,1,0,0,17,1
5499,2039-08-07,0,0,0,0,0,25,0,26,1,6,0,0,1
5500,2039-08-08,29,2,0,0,0,36,0,0,1,21,8,0,1
5501,2039-08-09,0,0,0,0,0,25,0,0,1,0,0,0,1
5502,2039-08-10,21,0,0,0,0,0,0,0,1,0,0,45,1
5503,2039-08-11,46,0,0,0,0,23,0,0,1,0,27,24,1
5504,2039-08-12,0,21,0,0,0,0,0,0,1,0,0,0,1
5505,2039-08-13,42,0,0,0,0,0,0,0,1,0,18,0,1
5506,2039-08-14,0,21,46,0,0,12,0,14,1,0,0,22,1
5507,2039-08-15,15,0,11,5,48,0,46,0,1,0,2,0,1
5508,2039-08-16,0,0,0,24,0,0,0,48,1,0,0,50,1
5509,2039-08-17,0,0,33,0,0,0,0,0,1,28,0,0,1
5510,2039-08-18,5,6,0,43,0,3,0,0,1,0,46,0,1
5511,2039-08-19,0,0,0,0,0,0,0,11,1,0,3,23,1
5512,2039-08-20,0,27,0,1,0,25,0,0,1,26,0,0,1
5513,2039-08-21,0,0,18,0,0,0,29,0,1,0,0,18,1
5514,2039-08-22,27,0,1,0,11,0,0,0,1,24,0,7,1
5515,2039-08-23,0,28,0,0,0,0,0,0,1,0,0,43,1
5516,2039-08-24,0,38,28,0,14,0,0,0,1,0,8,0,1
5517,2039-08-25,13,0,47,0,41,0,0,0,1,49,14,0,1
5518,2039-08-26,0,47,0,11,0,25,0,0,1,0,0,32,1
5519,2039-08-27,47,0,32,16,0,0,0,0,1,37,0,34,1
5520,2039-08-28,0,0,0,0,30,0,12,0,1,0,24,11,1
5521,2039-08-29,19,0,0,0,7,0,0,0,1,0,0,33,1
5522,2039-08-30,0,0,0,0,0,9,0,0,1,24,0,0,1
5523,2039-08-31,0,28,0,14,0,0,0,0,1,0,0,35,1
5524,2039-09-01,0,43,0,0,0,0,0,0,1,8,0,0,1
5525,2039-09-02,0,0,0,28,10,43,0,0,1,0,36,0,1
5526,2039-09-03,0,20,0,27,22,0,0,0,1,39,0,0,1
5527,2039-09-04,0,0,0,0,41,0,0,19,1,0,14,0,1
5528,2039-09-05,0,0,0,5,0,0,42,0,1,46,0,0,1
5529,2039-09-06,0,29,27,0,0,35,20,0,1,0,0,44,1
5530,2039-09-07,16,0,0,0,17,0,0,0,1,0,0,0,1
5531,2039-09-08,18,0,0,0,0,37,3,0,1,12,0,8,1
5532,2039-09-09,8,31,0,16,0,0,16,0,1,0,0,0,1
5533,2039-09-10,0,0,0,0,0,0,0,0,1,0,0,0,1
5534,2039-09-11,0,0,0,0,0,0,0,0,1,0,0,26,1
5535,2039-09-12,11,0,0,15,44,0,0,31,1,0,0,0,1
5536,2039-09-13,0,0,0,50,6,0,0,9,1,0,0,0,1
5537,2039-09-14,5,0,0,8,0,0,0,0,1,0,0,30,1
5538,2039-09-15,0,0,38,0,23,0,0,0,1,0,45,37,1
5539,2039-09-16,14,0,0,0,41,0,19,0,1,6,0,0,1
5540,2039-09-17,0,28,0,0,50,11,36,0,1,0,0,0,1
5541,2039-09-18,0,0,9,0,23,32,0,0,1,0,0,27,1
5542,2039-09-19,0,0,0,0,40,0,0,0,1,0,0,31,1
5543,2039-09-20,17,0,0,0,0,39,0,0,1,0,0,38,1
5544,2039-09-21,38,0,17,0,0,0,0,0,1,0,32,0,1
5545,2039-09-22,0,0,0,0,0,0,0,39,1,0,41,5,1
5546,2039-09-23,19,0,18,0,0,0,0,17,1,41,28,0,1
5547,2039-09-24,0,0,0,16,29,0,0,0,1,0,0,0,1
5548,2039-09-25,9,0,0,0,41,14,13,0,1,38,26,0,1
5549,2039-09-26,0,0,13,40,0,0,0,0,1,9,0,0,1
5550,2039-09-27,20,0,0,0,0,0,0,0,1,0,0,0,1
5551,2039-09-28,0,0,42,0,26,22,0,0,1,0,0,0,1
5552,2039-09-29,47,16,0,0,0,0,0,0,1,0,26,0,1
5553,2039-09-30,0,0,0,0,0,0,2,0,1,0,0,0,1
5554,2039-10-01,0,0,0,38,0,39,3,2,1,0,0,0,1
5555,2039-10-02,0,29,40,49,0,10,0,35,1,0,0,0,1
5556,2039-10-03,0,0,0,0,0,0,43,0,1,0,31,0,1
5557,2039-10-04,4,0,31,28,0,0,0,37,1,0,0,36,1
5558,2039-10-05,0,0,5,0,35,7,48,40,1,38,46,0,1
5559,2039-10-06,0,0,48,2,0,50,0,16,1,0,13,42,1
5560,2039-10-07,33,39,1,0,0,0,0,0,1,0,3,0,1
5561,2039-10-08,0,0,33,0,37,0,0,0,1,0,0,0,1
5562,2039-10-09,0,21,0,0,0,0,0,49,1,0,0,0,1
5563,2039-10-10,0,0,0,0,0,0,0,0,1,0,0,0,1
5564,2039-10-11,26,1,0,0,0,0,49,49,1,48,0,0,1
5565,2039-10-12,29,0,0,44,0,17,0,0,1,30,0,43,1
5566,2039-10-13,0,0,21,0,0,16,0,30,1,0,39,0,1
5567,2039-10-14,0,47,0,0,0,0,0,0,1,0,0,0,1
5568,2039-10-15,0,32,0,0,0,39,0,39,1,0,39,5,1
5569,2039-10-16,19,21,0,0,47,0,0,0,1,24,40,0,1
5570,2039-10-17,1,43,31,0,33,0,40,0,1,0,24,35,1
5571,2039-10-18,0,30,4,0,0,0,0,33,1,0,0,17,1
5572,2039-10-19,0,0,0,0,0,25,0,0,1,33,0,0,1
5573,2039-10-20,0,0,0,0,0,0,15,0,1,0,23,38,1
5574,2039-10-21,33,0,33,1,0,0,0,0,1,49,0,0,1
5575,2039-10-22,0,0,0,0,0,0,0,0,1,15,0,0,1
5576,2039-10-23,0,0,0,0,0,0,0,0,1,1,30,0,1
5577,2039-10-24,8,0,0,0,0,17,0,0,1,0,0,0,1
5578,2039-10-25,0,0,0,0,11,6,0,0,1,0,0,37,1
5579,2039-10-26,41,25,0,0,0,0,0,0,1,29,0,0,1
5580,2039-10-27,0,37,0,0,26,0,0,0,1,21,0,0,1
5581,2039-10-28,0,17,40,0,0,0,49,11,1,0,0,48,1
5582,2039-10-29,0,0,0,48,0,43,0,0,1,0,0,30,1
5583,2039-10-30,0,0,14,0,0,48,9,26,1,1,0,31,1
5584,2039-10-31,0,0,0,4,0,0,50,0,1,0,12,0,1
5585,2039-11-01,0,2,33,7,0,0,0,7,1,0,0,47,1
5586,2039-11-02,0,0,0,45,0,0,0,0,1,0,0,0,1
5587,2039-11-03,0,0,0,0,0,0,0,33,1,0,0,28,1
5588,2039-11-04,0,0,0,27,0,47,32,26,1,0,0,0,1
5589,2039-11-05,0,41,0,0,0,0,0,0,1,0,0,48,1
5590,2039-11-06,0,0,0,0,0,0,32,0,1,0,0,0,1
5591,2039-11-07,29,19,0,0,0,0,0,13,1,0,0,20,1
5592,2039-11-08,0,16,0,0,34,0,44,0,1,0,0,20,1
5593,2039-11-09,15,14,0,38,0,29,0,0,1,0,7,0,1
5594,2039-11-10,0,0,0,46,0,0,46,8,1,0,0,0,1
5595,2039-11-11,0,0,0,26,0,0,11,0,1,0,0,0,1
5596,2039-11-12,0,0,0,31,0,0,46,4,1,0,8,0,1
5597,2039-11-13,49,0,1,0,0,0,0,3,1,23,40,0,1
5598,2039-11-14,0,0,41,21,0,0,0,11,1,0,25,0,1
5599,2039-11-15,0,35,0,0,0,0,0,0,1,29,0,0,1
5600,2039-11-16,0,0,0,0,0,16,0,0,1,16,0,0,1
5601,2039-11-17,0,0,0,28,0,47,3,19,1,19,0,0,1
5602,2039-11-18,24,0,0,0,0,31,0,44,1,0,0,29,1
5603,2039-11-19,0,0,0,17,0,0,0,32,1,0,0,0,1
5604,2039-11-20,0,5,0,31,0,0,0,0,1,0,0,0,1
5605,2039-11-21,0,0,0,0,0,9,0,0,1,0,0,0,1
5606,2039-11-22,0,0,0,0,0,0,0,15,1,0,24,24,1
5607,2039-11-23,0,0,0,0,11,0,0,0,1,0,32,0,1
5608,2039-11-24,0,0,0,46,12,0,0,0,1,0,3,0,1
5609,2039-11-25,0,0,0,18,0,31,0,21,1,0,0,0,1
5610,2039-11-26,0,0,0,10,0,25,0,43,1,42,0,29,1
5611,2039-11-27,0,0,25,0,0,0,0,19,1,0,0,0,1
5612,2039-11-28,0,0,0,0,0,0,44,0,1,37,40,0,1
5613,2039-11-29,38,0,0,0,0,0,0,0,1,0,0,32,1
5614,2039-11-30,0,33,0,2,0,0,0,0,1,0,0,0,1
5615,2039-12-01,0,0,0,0,22,11,0,44,1,0,8,26,1
5616,2039-12-02,0,0,0,0,0,0,0,42,1,0,13,0,1
5617,2039-12-03,14,0,29,0,0,0,0,0,1,0,0,0,1
5618,2039-12-04,0,0,34,0,47,2,0,0,1,0,0,0,1
5619,2039-12-05,19,0,0,0,0,32,0,0,1,0,0,0,1
5620,2039-12-06,0,40,49,8,0,0,0,0,1,0,0,0,1
5621,2039-12-07,0,0,0,13,49,0,0,0,1,0,0,0,1
5622,2039-12-08,0,0,0,0,0,0,0,0,1,0,31,0,1
5623,2039-12-09,0,0,0,0,0,29,9,47,1,0,0,34,1
5624,2039-12-10,0,0,0,0,0,45,0,0,1,0,0,0,1
5625,2039-12-11,0,23,39,0,41,32,38,1,1,38,0,0,1
5626,2039-12-12,0,0,3,0,29,0,19,0,1,0,26,0,1
5627,2039-12-13,16,0,0,20,0,0,36,0,1,1,0,0,1
5628,2039-12-14,0,0,0,25,0,5,35,0,1,16,0,0,1
5629,2039-12-15,0,43,0,0,0,0,23,0,1,0,0,0,1
5630,2039-12-16,0,0,0,2,33,0,0,0,1,0,35,44,1
5631,2039-12-17,0,0,0,17,23,0,0,0,1,0,44,25,1
5632,2039-12-18,0,0,0,0,0,0,32,0,1,0,15,26,1
5633,2039-12-19,0,0,0,0,0,7,0,0,1,0,0,0,1
5634,2039-12-20,27,28,0,22,50,35,0,0,1,14,0,0,1
5635,2039-12-21,21,0,8,3,0,38,0,0,1,0,9,0,1
5636,2039-12-22,17,0,31,20,25,0,0,38,1,0,0,0,1
5637,2039-12-23,0,0,0,18,0,49,0,45,1,5,40,0,1
5638,2039-12-24,0,0,19,0,18,0,11,0,1,0,0,0,1
5639,2039-12-25,22,0,0,0,3,0,0,36,1,0,0,12,1
5640,2039-12-26,0,0,40,5,10,16,0,0,1,50,0,0,1
5641,2039-12-27,36,0,41,23,0,0,0,0,1,0,0,0,1
5642,2039-12-28,0,0,0,0,0,0,10,48,1,34,38,50,1
5643,2039-12-29,0,0,3,0,0,4,0,43,1,29,0,0,1
5644,2039-12-30,18,46,0,0,0,0,6,34,1,0,0,0,1
5645,2039-12-31,0,0,0,47,10,0,0,2,1,0,0,0,1
5646,2040-01-01,0,0,0,0,40,47,0,43,1,0,4,0,1
5647,2040-01-02,0,0,24,43,0,22,0,0,1,0,0,0,1
5648,2040-01-03,20,0,0,0,0,0,0,0,1,0,0,0,1
5649,2040-01-04,0,0,0,35,5,0,0,0,1,0,13,10,1
5650,2040-01-05,0,0,0,44,0,46,0,0,1,0,0,0,1
5651,2040-01-06,0,33,0,46,0,0,0,18,1,5,4,0,1
5652,2040-01-07,15,1,0,0,0,32,0,0,1,0,0,13,1
5653,2040-01-08,0,0,3,0,0,0,39,0,1,0,0,0,1
5654,2040-01-09,0,0,5,10,27,0,0,0,1,0,0,0,1
5655,2040-01-10,27,0,49,0,0,0,16,0,1,0,10,0,1
5656,2040-01-11,0,0,0,0,0,44,11,0,1,0,0,0,1
5657,2040-01-12,0,0,41,29,0,2,0,20,1,0,0,0,1
5658,2040-01-13,0,0,38,44,0,15,32,0,1,50,0,0,1
5659,2040-01-14,22,0,21,0,0,0,0,0,1,0,0,8,1
5660,2040-01-15,0,0,33,23,42,0,50,40,1,0,0,0,1
5661,2040-01-16,0,0,13,0,0,0,0,0,1,0,20,0,1
5662,2040-01-17,0,0,0,0,0,30,25,0,1,34,0,0,1
5663,2040-01-18,0,0,0,0,0,0,0,0,1,0,0,0,1
5664,2040-01-19,40,33,0,0,0,0,0,1,1,0,0,0,1
5665,2040-01-20,20,0,0,0,37,0,0,0,1,46,0,0,1
5666,2040-01-21,0,0,0,0,0,0,0,0,1,0,29,0,1
5667,2040-01-22,8,29,42,0,0,24,26,0,1,0,41,22,1
5668,2040-01-23,0,0,0,0,44,0,44,0,1,0,34,8,1
5669,2040-01-24,0,0,36,0,0,0,0,0,1,0,43,0,1
5670,2040-01-25,0,20,0,34,0,0,19,0,1,34,0,50,1
5671,2040-01-26,0,0,0,0,0,0,0,26,1,0,23,0,1
5672,2040-01-27,0,0,0,38,0,37,0,0,1,0,0,0,1
5673,2040-01-28,47,35,0,8,18,0,0,9,1,0,0,0,1
5674,2040-01-29,0,0,0,0,0,0,0,0,1,0,0,0,1
5675,2040-01-30,7,0,0,0,0,0,0,0,1,0,0,0,1
5676,2040-01-31,6,38,49,0,0,0,0,45,1,0,0,42,1
5677,2040-02-01,0,0,28,0,15,0,0,39,1,0,0,0,1
5678,2040-02-02,0,0,0,0,47,13,0,0,1,0,0,20,1
5679,2040-02-03,46,0,38,15,0,0,34,42,1,34,0,26,1
5680,2040-02-04,0,0,0,0,30,48,31,0,1,0,47,0,1
5681,2040-02-05,0,0,0,38,0,26,0,0,1,26,24,41,1
5682,2040-02-06,0,38,0,0,0,0,3,0,1,0,0,0,1
5683,2040-02-07,19,4,46,12,0,0,0,0,1,0,0,10,1
5684,2040-02-08,0,0,0,0,13,0,44,0,1,0,0,0,1
5685,2040-02-09,8,0,6,0,0,0,0,47,1,29,32,0,1
5686,2040-02-10,0,0,28,0,0,0,0,0,1,42,17,0,1
5687,2040-02-11,2,1,10,0,0,0,31,0,1,23,0,18,1
5688,2040-02-12,0,18,0,33,0,0,0,0,1,0,0,0,1
5689,2040-02-13,0,0,0,0,0,0,31,0,1,20,0,0,1
5690,2040-02-14,0,0,0,11,0,0,0,0,1,0,0,0,1
5691,2040-02-15,0,5,0,0,38,0,26,0,1,47,0,0,1
5692,2040-02-16,0,0,0,0,0,0,0,50,1,0,11,0,1
5693,2040-02-17,0,0,33,0,0,0,47,0,1,0,0,0,1
5694,2040-02-18,0,36,0,0,0,0,33,0,1,0,35,0,1
5695,2040-02-19,0,18,0,29,38,0,0,0,1,0,0,0,1
5696,2040-02-20,0,41,0,0,0,0,0,46,1,0,0,0,1
5697,2040-02-21,29,0,0,14,0,0,0,0,1,0,0,0,1
5698,2040-02-22,0,0,0,0,0,0,0,0,1,0,8,0,1
5699,2040-02-23,0,0,0,0,0,24,41,0,1,36,0,0,1
5700,2040-02-24,0,31,0,0,0,0,0,0,1,0,4,0,1
5701,2040-02-25,0,0,0,16,37,0,0,24,1,0,0,0,1
5702,2040-02-26,0,0,0,47,0,41,0,0,1,0,0,45,1
5703,2040-02-27,0,0,0,0,0,0,0,0,1,14,9,0,1
5704,2040-02-28,12,50,17,26,0,21,21,0,1,0,0,0,1
5705,2040-02-29,47,0,46,0,0,0,24,37,1,0,0,1,1
5706,2040-03-01,0,0,0,0,0,0,26,0,1,0,0,0,1
5707,2040-03-02,34,0,28,0,0,0,0,19,1,0,0,0,1
5708,2040-03-03,0,11,13,0,0,26,0,0,1,0,36,0,1
5709,2040-03-04,0,0,0,0,48,0,0,0,1,0,21,0,1
5710,2040-03-05,0,0,38,15,0,0,0,16,1,14,34,45,1
5711,2040-03-06,0,0,0,0,19,0,0,0,1,0,19,0,1
5712,2040-03-07,0,0,0,0,19,0,0,0,1,28,47,0,1
5713,2040-03-08,0,39,0,0,0,0,0,0,1,0,0,28,1
5714,2040-03-09,28,0,11,0,0,50,18,0,1,30,0,0,1
5715,2040-03-10,0,0,0,0,0,41,48,42,1,24,0,0,1
5716,2040-03-11,0,0,10,0,49,0,3,47,1,45,0,0,1
5717,2040-03-12,26,1,33,0,0,0,35,0,1,0,0,0,1
5718,2040-03-13,38,0,0,24,0,0,0,48,1,0,0,0,1
5719,2040-03-14,0,0,18,0,0,0,0,5,1,0,0,0,1
5720,2040-03-15,31,0,48,11,0,35,0,0,1,0,12,28,1
5721,2040-03-16,0,0,0,0,25,0,0,20,1,25,0,0,1
5722,2040-03-17,0,37,0,0,0,24,26,33,1,33,0,0,1
5723,2040-03-18,11,24,44,0,0,9,0,0,1,0,0,0,1
5724,2040-03-19,46,0,35,44,0,38,0,0,1,0,23,0,1
5725,2040-03-20,19,0,0,0,21,27,0,38,1,0,0,0,1
5726,2040-03-21,42,32,0,30,8,33,0,0,1,0,0,0,1
5727,2040-03-22,0,0,0,0,0,32,0,1,1,24,0,0,1
5728,2040-03-23,0,25,0,3,0,0,0,0,1,0,0,0,1
5729,2040-03-24,0,37,37,29,1,0,0,20,1,14,25,0,1
5730,2040-03-25,34,30,0,0,47,0,50,0,1,0,0,4,1
5731,2040-03-26,0,21,0,0,0,0,9,24,1,0,0,0,1
5732,2040-03-27,0,0,0,0,0,0,44,0,1,0,0,23,1
5733,2040-03-28,0,0,50,0,23,19,0,0,1,0,0,0,1
5734,2040-03-29,0,0,0,10,0,43,24,0,1,0,0,50,1
5735,2040-03-30,0,0,0,0,0,47,0,0,1,0,0,0,1
5736,2040-03-31,0,0,46,0,0,0,0,0,1,0,0,23,1
5737,2040-04-01,0,0,0,0,0,49,0,0,1,0,0,0,1
5738,2040-04-02,0,0,0,4,0,0,0,0,1,21,0,0,1
5739,2040-04-03,16,0,0,0,0,0,36,0,1,0,0,0,1
5740,2040-04-04,0,38,0,0,0,33,29,0,1,0,0,8,1
5741,2040-04-05,0,0,0,0,0,0,12,0,1,0,0,0,1
5742,2040-04-06,18,0,0,0,0,0,0,0,1,0,0,0,1
5743,2040-04-07,0,0,0,0,0,0,50,36,1,33,0,0,1
5744,2040-04-08,0,0,0,0,0,42,0,0,1,0,0,0,1
5745,2040-04-09,0,0,0,12,0,0,0,16,1,0,0,0,1
5746,2040-04-10,0,0,0,0,0,0,0,0,1,0,7,0,1
5747,2040-04-11,0,0,0,0,0,3,0,0,1,0,39,0,1
5748,2040-04-12,0,0,0,0,31,45,0,42,1,0,0,0,1
5749,2040-04-13,0,21,0,0,0,0,0,24,1,0,36,0,1
5750,2040-04-14,0,4,0,44,0,38,33,25,1,0,0,0,1
5751,2040-04-15,0,0,0,0,0,21,22,0,1,0,43,0,1
5752,2040-04-16,0,0,10,0,0,0,0,26,1,0,0,0,1
5753,2040-04-17,45,46,0,0,0,0,0,0,1,0,0,28,1
5754,2040-04-18,24,0,0,0,0,0,0,0,1,0,0,0,1
5755,2040-04-19,0,0,24,47,0,0,9,25,1,0,0,0,1
5756,2040-04-20,45,25,0,0,30,0,0,0,1,17,39,0,1
5757,2040-04-21,0,17,0,13,0,24,0,44,1,0,0,0,1
5758,2040-04-22,45,0,0,0,0,0,0,0,1,0,0,0,1
5759,2040-04-23,21,0,0,27,46,0,0,32,1,0,0,6,1
5760,2040-04-24,0,0,0,0,21,0,0,29,1,0,0,32,1
5761,2040-04-25,0,0,33,0,0,9,0,0,1,10,37,0,1
5762,2040-04-26,27,0,0,23,0,0,0,0,1,0,0,0,1
5763,2040-04-27,0,0,0,39,0,0,0,0,1,33,32,0,1
5764,2040-04-28,33,0,45,35,0,0,0,0,1,0,0,5,1
5765,2040-04-29,15,26,0,0,30,0,0,30,1,0,1,13,1
5766,2040-04-30,0,0,37,0,0,21,0,29,1,0,28,0,1
5767,2040-05-01,0,0,0,18,0,0,6,48,1,33,0,50,1
5768,2040-05-02,2,0,49,0,42,0,33,0,1,24,0,1,1
5769,2040-05-03,0,0,0,0,0,24,5,0,1,0,0,0,1
5770,2040-05-04,0,0,0,31,0,0,41,0,1,0,0,47,1
5771,2040-05-05,0,11,0,0,0,0,49,10,1,30,0,0,1
5772,2040-05-06,0,17,0,0,0,46,0,12,1,0,32,36,1
5773,2040-05-07,0,7,15,35,14,0,0,0,1,0,0,0,1
5774,2040-05-08,0,0,18,0,0,1,21,0,1,0,32,0,1
5775,2040-05-09,0,0,0,0,44,22,0,0,1,0,17,0,1
5776,2040-05-10,0,0,6,0,40,50,33,0,1,0,0,0,1
5777,2040-05-11,3,0,17,0,0,0,0,0,1,0,0,0,1
5778,2040-05-12,0,0,36,0,0,0,0,0,1,0,0,0,1
5779,2040-05-13,24,0,0,0,0,35,0,0,1,0,4,0,1
5780,2040-05-14,0,0,0,0,3,14,0,0,1,0,22,0,1
5781,2040-05-15,0,0,32,10,0,0,0,0,1,23,37,0,1
5782,2040-05-16,0,0,35,35,0,43,0,0,1,0,0,0,1
5783,2040-05-17,0,0,0,2,21,0,0,23,1,0,25,47,1
5784,2040-05-18,0,0,14,0,0,4,0,0,1,43,0,38,1
5785,2040-05-19,0,0,0,0,0,0,16,0,1,35,0,18,1
5786,2040-05-20,0,0,9,10,24,49,0,0,1,18,0,0,1
5787,2040-05-21,0,17,0,27,0,0,0,0,1,0,0,0,1
5788,2040-05-22,0,0,11,15,0,0,0,33,1,0,0,35,1
5789,2040-05-23,0,32,0,0,47,0,0,0,1,0,0,0,1
5790,2040-05-24,11,0,3,14,0,44,0,0,1,0,34,0,1
5791,2040-05-25,18,45,0,31,0,0,20,0,1,0,0,0,1
5792,2040-05-26,0,0,0,0,0,0,0,45,1,21,14,0,1
5793,2040-05-27,0,0,18,0,0,0,0,0,1,7,12,0,1
5794,2040-05-28,42,0,0,0,0,0,0,0,1,0,0,50,1
5795,2040-05-29,0,43,0,0,0,20,0,0,1,0,45,0,1
5796,2040-05-30,0,0,0,40,0,41,27,0,1,0,45,0,1
5797,2040-05-31,0,0,0,28,0,0,0,7,1,0,0,0,1
5798,2040-06-01,16,0,0,0,0,0,0,0,1,0,0,47,1
5799,2040-06-02,0,0,0,30,0,0,0,0,1,0,0,0,1
5800,2040-06-03,0,0,0,4,0,0,21,0,1,0,0,0,1
5801,2040-06-04,0,0,30,5,0,1,0,0,1,15,0,0,1
5802,2040-06-05,30,0,0,0,0,0,0,25,1,50,0,0,1
5803,2040-06-06,20,0,0,0,0,12,0,0,1,0,0,0,1
5804,2040-06-07,0,0,15,0,10,49,13,0,1,0,0,5,1
5805,2040-06-08,0,0,0,0,0,0,0,0,1,0,0,0,1
5806,2040-06-09,0,0,11,0,39,0,8,18,1,0,0,1,1
5807,2040-06-10,0,0,42,24,20,0,7,0,1,0,24,0,1
5808,2040-06-11,0,0,0,0,0,49,0,36,1,0,0,0,1
5809,2040-06-12,0,2,37,16,0,0,0,0,1,0,0,0,1
5810,2040-06-13,0,0,19,0,26,35,0,0,1,0,0,0,1
5811,2040-06-14,26,0,0,0,7,0,0,47,1,0,1,0,1
5812,2040-06-15,0,0,49,11,0,0,0,36,1,42,0,0,1
5813,2040-06-16,0,41,0,0,0,49,0,0,1,0,18,0,1
5814,2040-06-17,0,0,26,0,0,0,0,0,1,0,0,0,1
5815,2040-06-18,0,0,33,7,0,30,0,38,1,0,0,0,1
5816,2040-06-19,0,0,0,0,0,0,0,0,1,0,0,0,1
5817,2040-06-20,0,0,0,0,50,0,45,0,1,0,0,2,1
5818,2040-06-21,0,0,37,0,0,33,0,0,1,0,0,7,1
5819,2040-06-22,7,0,0,10,0,0,0,44,1,22,3,43,1
5820,2040-06-23,0,0,18,0,10,0,32,0,1,0,43,0,1
5821,2040-06-24,0,37,0,0,36,0,0,0,1,0,25,0,1
5822,2040-06-25,0,0,0,7,0,0,0,5,1,0,0,0,1
5823,2040-06-26,0,0,0,0,0,16,10,47,1,23,0,0,1
5824,2040-06-27,0,30,0,0,0,0,0,0,1,32,0,0,1
5825,2040-06-28,0,0,31,0,0,0,37,0,1,50,0,0,1
5826,2040-06-29,9,0,0,31,0,0,0,0,1,0,0,0,1
5827,2040-06-30,0,35,0,2,41,0,0,0,1,0,40,0,1
5828,2040-07-01,0,28,0,0,6,0,0,0,1,42,0,30,1
5829,2040-07-02,0,0,0,0,0,0,0,46,1,0,0,0,1
5830,2040-07-03,25,0,19,0,0,0,0,7,1,29,0,0,1
5831,2040-07-04,32,0,0,5,0,6,0,0,1,0,0,0,1
5832,2040-07-05,0,0,0,0,0,8,0,40,1,0,0,0,1
5833,2040-07-06,0,0,0,0,0,0,0,0,1,20,33,0,1
5834,2040-07-07,0,0,14,0,0,0,0,39,1,27,42,12,1
5835,2040-07-08,0,15,13,0,48,47,6,0,1,0,0,0,1
5836,2040-07-09,21,0,0,10,19,0,0,0,1,0,42,3,1
5837,2040-07-10,0,0,0,0,0,0,0,18,1,32,33,0,1
5838,2040-07-11,0,26,21,0,0,48,0,0,1,0,0,0,1
5839,2040-07-12,0,0,37,0,43,0,0,25,1,0,0,0,1
5840,2040-07-13,0,0,38,18,43,0,0,0,1,0,0,18,1
5841,2040-07-14,0,0,0,22,0,0,0,0,1,15,0,0,1
5842,2040-07-15,0,0,31,0,0,0,42,0,1,36,0,0,1
5843,2040-07-16,0,0,0,0,17,0,27,36,1,0,7,0,1
5844,2040-07-17,0,12,0,0,32,0,0,0,1,0,0,0,1
5845,2040-07-18,0,29,0,10,41,0,20,0,1,0,0,16,1
5846,2040-07-19,0,0,0,0,0,0,0,37,1,12,0,49,1
5847,2040-07-20,0,0,0,0,24,0,0,0,1,2,0,0,1
5848,2040-07-21,20,0,0,28,0,0,37,0,1,17,0,0,1
5849,2040-07-22,0,25,0,0,0,0,27,29,1,0,0,0,1
5850,2040-07-23,0,37,0,33,0,20,0,0,1,0,0,25,1
5851,2040-07-24,1,0,0,0,0,0,0,0,1,0,12,26,1
5852,2040-07-25,0,0,0,36,0,0,21,0,1,0,0,18,1
5853,2040-07-26,0,0,4,0,0,0,19,0,1,0,5,6,1
5854,2040-07-27,0,0,0,12,0,0,0,0,1,10,28,0,1
5855,2040-07-28,27,0,10,36,0,0,0,0,1,0,0,44,1
5856,2040-07-29,0,0,0,0,0,0,0,0,1,28,0,0,1
5857,2040-07-30,0,30,15,48,0,0,0,0,1,0,0,0,1
5858,2040-07-31,9,4,0,0,0,0,21,0,1,31,0,0,1
5859,2040-08-01,0,0,0,38,0,0,3,6,1,0,0,0,1
5860,2040-08-02,0,0,0,0,0,30,0,0,1,0,0,10,1
5861,2040-08-03,47,18,0,0,0,0,0,0,1,0,26,0,1
5862,2040-08-04,0,0,0,49,0,31,9,0,1,0,0,0,1
5863,2040-08-05,0,0,43,43,0,0,0,0,1,0,7,0,1
5864,2040-08-06,0,0,8,0,0,33,0,0,1,0,0,0,1
5865,2040-08-07,7,24,17,0,9,0,0,6,1,33,46,0,1
5866,2040-08-08,0,15,0,0,0,0,0,43,1,0,0,0,1
5867,2040-08-09,30,0,0,21,0,0,0,0,1,3,0,21,1
5868,2040-08-10,26,8,0,0,0,0,0,0,1,49,0,0,1
5869,2040-08-11,0,0,0,0,0,21,0,0,1,9,0,0,1
5870,2040-08-12,0,0,0,0,39,0,44,0,1,8,29,0,1
5871,2040-08-13,0,0,34,10,40,0,0,43,1,0,0,8,1
5872,2040-08-14,33,41,35,23,0,0,0,0,1,0,0,0,1
5873,2040-08-15,0,0,0,0,50,0,0,0,1,30,0,0,1
