id,tgl_pencatatan,jenis_mitra_pengirim,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
5038,2038-05-03,21,37,25,47,7,25,42,48,6,1
5039,2038-05-04,16,20,19,34,3,22,25,32,35,1
5040,2038-05-05,15,41,7,28,2,42,21,1,37,1
5041,2038-05-06,14,17,40,24,34,7,50,2,27,1
5042,2038-05-07,26,33,34,31,5,36,50,33,47,1
5043,2038-05-08,12,46,35,27,21,11,33,1,42,1
5044,2038-05-09,24,43,36,50,23,12,1,47,15,1
5045,2038-05-10,6,45,15,44,49,4,44,24,18,1
5046,2038-05-11,13,47,14,25,38,10,1,41,19,1
5047,2038-05-12,41,28,19,32,17,25,3,8,12,1
5048,2038-05-13,41,35,10,7,18,50,12,17,15,1
5049,2038-05-14,14,42,8,36,22,27,20,45,40,1
5050,2038-05-15,39,20,27,39,22,31,4,1,35,1
5051,2038-05-16,17,40,37,6,49,20,48,6,43,1
5052,2038-05-17,27,35,22,3,15,25,49,33,36,1
5053,2038-05-18,19,19,1,5,45,40,19,36,11,1
5054,2038-05-19,9,48,21,47,10,39,21,48,43,1
5055,2038-05-20,39,27,6,39,12,39,4,10,12,1
5056,2038-05-21,23,20,5,13,26,39,42,21,11,1
5057,2038-05-22,38,37,43,33,42,39,39,3,15,1
5058,2038-05-23,22,1,12,4,1,45,13,36,17,1
5059,2038-05-24,11,2,30,44,9,23,10,44,7,1
5060,2038-05-25,34,13,28,32,11,36,5,49,41,1
5061,2038-05-26,11,18,5,14,37,39,26,39,19,1
5062,2038-05-27,49,29,35,44,22,9,20,13,31,1
5063,2038-05-28,37,21,38,32,31,34,14,35,11,1
5064,2038-05-29,35,29,12,39,16,20,38,21,27,1
5065,2038-05-30,24,18,2,19,47,4,8,10,18,1
5066,2038-05-31,7,20,18,31,8,21,40,47,20,1
5067,2038-06-01,34,48,37,14,14,8,44,19,6,1
5068,2038-06-02,41,20,36,25,13,29,3,20,29,1
5069,2038-06-03,8,28,4,6,5,26,18,15,36,1
5070,2038-06-04,21,46,21,48,31,12,16,27,31,1
5071,2038-06-05,2,24,26,29,31,29,42,38,34,1
5072,2038-06-06,16,37,17,41,38,31,27,41,27,1
5073,2038-06-07,4,27,44,23,12,45,40,44,50,1
5074,2038-06-08,42,14,25,14,49,21,32,43,22,1
5075,2038-06-09,28,14,5,10,36,36,18,41,50,1
5076,2038-06-10,31,32,21,4,20,44,26,13,3,1
5077,2038-06-11,19,27,19,46,40,33,40,50,35,1
5078,2038-06-12,31,17,48,38,18,19,41,8,20,1
5079,2038-06-13,14,34,15,11,19,34,13,3,31,1
5080,2038-06-14,12,42,37,2,38,40,39,17,14,1
5081,2038-06-15,27,16,4,39,33,29,7,38,29,1
5082,2038-06-16,30,28,5,16,16,24,7,8,29,1
5083,2038-06-17,35,32,25,41,29,15,8,49,32,1
5084,2038-06-18,26,10,14,14,37,21,48,4,8,1
5085,2038-06-19,48,48,27,12,20,25,43,19,10,1
5086,2038-06-20,34,31,47,49,9,26,43,23,34,1
5087,2038-06-21,30,9,42,42,3,19,1,30,8,1
5088,2038-06-22,23,16,30,30,11,13,2,4,2,1
5089,2038-06-23,48,42,49,35,35,24,5,24,3,1
5090,2038-06-24,2,48,45,47,38,35,2,27,45,1
5091,2038-06-25,25,5,27,14,37,28,9,36,22,1
5092,2038-06-26,21,26,28,15,46,6,16,37,30,1
5093,2038-06-27,11,36,32,6,32,48,45,11,23,1
5094,2038-06-28,13,48,37,25,27,17,12,10,50,1
5095,2038-06-29,18,12,5,36,20,15,33,12,24,1
5096,2038-06-30,47,7,48,8,1,50,26,21,21,1
5097,2038-07-01,41,3,36,11,47,11,40,47,39,1
5098,2038-07-02,8,31,6,40,26,2,32,23,44,1
5099,2038-07-03,15,25,14,28,37,36,22,47,13,1
5100,2038-07-04,18,22,48,26,21,24,25,8,3,1
5101,2038-07-05,21,20,50,11,47,29,30,36,17,1
5102,2038-07-06,23,23,47,26,1,38,36,47,3,1
5103,2038-07-07,42,31,3,28,36,8,13,12,43,1
5104,2038-07-08,17,31,44,35,20,21,13,26,12,1
5105,2038-07-09,37,31,15,50,8,39,24,36,4,1
5106,2038-07-10,50,42,45,42,24,7,48,8,31,1
5107,2038-07-11,13,36,18,22,46,3,13,9,49,1
5108,2038-07-12,21,8,35,15,42,23,15,2,39,1
5109,2038-07-13,32,18,3,16,13,39,46,33,28,1
5110,2038-07-14,28,6,31,45,18,23,31,35,29,1
5111,2038-07-15,36,38,45,10,11,7,32,36,29,1
5112,2038-07-16,45,47,50,21,47,32,41,40,32,1
5113,2038-07-17,5,32,17,34,47,46,34,2,45,1
5114,2038-07-18,40,29,36,28,42,44,8,9,22,1
5115,2038-07-19,36,28,17,3,1,36,20,7,11,1
5116,2038-07-20,39,33,7,19,14,3,42,33,26,1
5117,2038-07-21,39,45,31,17,7,28,45,50,2,1
5118,2038-07-22,37,25,10,1,32,7,47,22,32,1
5119,2038-07-23,23,8,25,44,6,40,25,2,21,1
5120,2038-07-24,17,37,13,10,33,27,23,31,9,1
5121,2038-07-25,6,25,48,4,10,23,35,16,38,1
5122,2038-07-26,50,32,47,23,49,10,36,33,12,1
5123,2038-07-27,33,37,26,7,40,4,15,30,49,1
5124,2038-07-28,11,50,34,30,32,20,19,5,2,1
5125,2038-07-29,49,2,11,48,42,2,18,34,13,1
5126,2038-07-30,13,19,42,21,16,12,15,11,5,1
5127,2038-07-31,36,19,34,39,26,33,7,49,27,1
5128,2038-08-01,10,27,8,4,37,15,4,31,4,1
5129,2038-08-02,48,7,4,36,20,22,36,6,12,1
5130,2038-08-03,39,50,24,47,23,22,45,32,33,1
5131,2038-08-04,38,45,45,28,39,39,17,25,48,1
5132,2038-08-05,43,35,18,40,47,32,28,18,29,1
5133,2038-08-06,5,7,10,13,37,16,7,4,33,1
5134,2038-08-07,43,8,13,17,18,49,5,9,21,1
5135,2038-08-08,27,23,13,10,50,26,29,45,40,1
5136,2038-08-09,22,43,4,5,49,10,40,29,5,1
5137,2038-08-10,37,20,15,34,3,14,48,46,17,1
5138,2038-08-11,45,20,23,33,4,44,45,16,29,1
5139,2038-08-12,1,42,28,22,11,47,6,4,27,1
5140,2038-08-13,14,17,17,17,10,12,12,22,7,1
5141,2038-08-14,37,14,22,32,8,1,1,39,18,1
5142,2038-08-15,37,13,8,50,49,38,43,8,43,1
5143,2038-08-16,49,21,43,23,24,13,37,31,32,1
5144,2038-08-17,11,41,10,21,38,16,43,8,22,1
5145,2038-08-18,25,17,15,20,48,12,38,11,42,1
5146,2038-08-19,12,6,12,18,13,13,29,37,38,1
5147,2038-08-20,16,9,39,24,14,27,4,32,6,1
5148,2038-08-21,32,10,23,9,29,41,14,4,45,1
5149,2038-08-22,30,42,18,46,36,23,20,29,22,1
5150,2038-08-23,24,32,16,9,50,1,21,24,35,1
5151,2038-08-24,34,47,17,48,8,34,17,24,45,1
5152,2038-08-25,41,30,49,37,7,48,44,4,31,1
5153,2038-08-26,10,23,50,30,18,35,39,5,8,1
5154,2038-08-27,16,12,21,10,29,34,9,6,8,1
5155,2038-08-28,15,22,11,36,2,24,12,37,12,1
5156,2038-08-29,40,17,27,43,28,44,26,33,11,1
5157,2038-08-30,18,22,9,41,36,35,41,3,17,1
5158,2038-08-31,26,50,7,5,27,1,4,45,11,1
5159,2038-09-01,27,29,17,23,11,16,16,41,26,1
5160,2038-09-02,7,41,30,27,9,15,43,18,18,1
5161,2038-09-03,30,43,15,2,46,18,30,11,38,1
5162,2038-09-04,10,42,26,29,33,16,5,18,37,1
5163,2038-09-05,32,49,36,33,49,43,47,47,45,1
5164,2038-09-06,26,3,30,27,4,36,45,15,42,1
5165,2038-09-07,47,18,13,15,24,47,45,17,16,1
5166,2038-09-08,14,15,46,34,15,7,35,23,24,1
5167,2038-09-09,2,39,37,31,44,49,13,8,1,1
5168,2038-09-10,1,40,2,40,41,22,28,28,11,1
5169,2038-09-11,12,19,35,28,22,27,44,44,21,1
5170,2038-09-12,8,39,6,25,27,31,50,5,49,1
5171,2038-09-13,38,7,33,46,50,2,17,47,36,1
5172,2038-09-14,46,46,36,4,4,49,26,23,9,1
5173,2038-09-15,35,23,44,15,18,2,9,19,9,1
5174,2038-09-16,8,48,21,21,13,17,23,38,24,1
5175,2038-09-17,34,23,44,19,28,14,8,5,45,1
5176,2038-09-18,3,43,11,23,42,14,23,6,37,1
5177,2038-09-19,45,2,8,2,28,10,3,7,47,1
5178,2038-09-20,16,8,43,1,35,1,50,38,14,1
5179,2038-09-21,6,3,14,25,24,16,37,10,32,1
5180,2038-09-22,41,23,26,22,39,15,14,21,3,1
5181,2038-09-23,7,37,13,4,20,3,3,10,2,1
5182,2038-09-24,14,25,43,20,31,35,45,42,33,1
5183,2038-09-25,47,45,49,39,9,33,5,49,45,1
5184,2038-09-26,4,22,33,40,23,18,7,11,22,1
5185,2038-09-27,14,43,14,2,43,42,12,12,7,1
5186,2038-09-28,48,44,41,33,9,26,9,41,36,1
5187,2038-09-29,44,4,45,8,39,13,35,4,49,1
5188,2038-09-30,40,43,13,30,19,49,1,20,7,1
5189,2038-10-01,24,31,1,23,6,31,22,37,20,1
5190,2038-10-02,19,30,16,37,31,27,3,11,37,1
5191,2038-10-03,5,11,27,33,5,1,22,14,14,1
5192,2038-10-04,3,22,35,4,28,44,46,48,33,1
5193,2038-10-05,3,1,45,18,16,40,32,45,39,1
5194,2038-10-06,50,20,20,11,21,29,27,50,47,1
5195,2038-10-07,50,19,9,46,28,38,40,34,25,1
5196,2038-10-08,5,9,12,14,29,20,16,19,41,1
5197,2038-10-09,17,34,46,2,33,23,10,46,50,1
5198,2038-10-10,13,41,26,36,49,36,11,37,23,1
5199,2038-10-11,49,42,43,13,35,27,46,3,10,1
5200,2038-10-12,41,39,18,36,29,13,18,26,29,1
5201,2038-10-13,40,7,27,30,20,27,43,7,10,1
5202,2038-10-14,34,43,15,48,34,31,13,22,14,1
5203,2038-10-15,13,22,11,41,3,5,23,48,33,1
5204,2038-10-16,41,15,29,33,24,50,43,21,33,1
5205,2038-10-17,14,2,18,32,44,34,23,33,11,1
5206,2038-10-18,7,21,39,2,21,49,37,27,44,1
5207,2038-10-19,15,44,18,8,16,40,41,1,46,1
5208,2038-10-20,26,13,8,33,31,23,31,33,16,1
5209,2038-10-21,26,9,10,40,2,3,22,47,29,1
5210,2038-10-22,2,16,3,7,15,36,17,13,30,1
5211,2038-10-23,50,19,19,22,22,45,32,11,12,1
5212,2038-10-24,46,25,34,4,34,24,18,11,22,1
5213,2038-10-25,4,9,20,40,13,44,35,22,11,1
5214,2038-10-26,17,3,16,24,38,43,42,40,50,1
5215,2038-10-27,40,2,4,19,29,8,31,49,6,1
5216,2038-10-28,1,13,11,11,13,17,24,13,23,1
5217,2038-10-29,26,36,44,11,49,13,48,29,10,1
5218,2038-10-30,4,42,2,6,44,29,19,18,36,1
5219,2038-10-31,14,50,15,40,27,40,6,20,39,1
5220,2038-11-01,20,16,41,4,10,30,10,41,14,1
5221,2038-11-02,46,40,37,23,34,18,5,30,33,1
5222,2038-11-03,29,39,48,16,18,41,49,10,8,1
5223,2038-11-04,5,32,7,43,3,10,4,20,47,1
5224,2038-11-05,12,14,25,45,48,21,9,50,25,1
5225,2038-11-06,48,28,23,16,25,49,12,42,42,1
5226,2038-11-07,16,2,37,10,18,30,40,1,40,1
5227,2038-11-08,42,5,48,36,25,48,19,23,11,1
5228,2038-11-09,16,37,31,10,20,11,8,48,18,1
5229,2038-11-10,43,18,8,8,28,13,15,48,8,1
5230,2038-11-11,15,46,25,17,49,3,31,49,36,1
5231,2038-11-12,18,31,13,31,24,45,38,29,27,1
5232,2038-11-13,39,25,49,19,42,2,25,42,21,1
5233,2038-11-14,30,28,16,39,37,22,32,18,49,1
5234,2038-11-15,29,6,10,3,11,7,38,6,16,1
5235,2038-11-16,50,8,11,48,6,31,7,48,42,1
5236,2038-11-17,10,50,4,3,33,13,1,4,7,1
5237,2038-11-18,41,6,24,16,31,16,3,44,43,1
5238,2038-11-19,34,25,18,40,16,25,31,13,16,1
5239,2038-11-20,49,6,36,4,19,7,44,41,48,1
5240,2038-11-21,47,17,42,25,40,27,47,35,12,1
5241,2038-11-22,43,19,19,42,27,47,39,35,43,1
5242,2038-11-23,4,43,24,38,13,50,10,36,5,1
5243,2038-11-24,18,25,12,29,45,20,6,29,31,1
5244,2038-11-25,49,15,5,23,43,40,28,5,8,1
5245,2038-11-26,39,38,3,43,27,12,38,29,26,1
5246,2038-11-27,43,5,44,28,7,30,26,44,17,1
5247,2038-11-28,33,30,19,47,8,2,5,45,20,1
5248,2038-11-29,41,41,14,19,23,38,20,20,19,1
5249,2038-11-30,46,8,10,39,9,44,42,17,5,1
5250,2038-12-01,2,12,40,15,40,2,48,48,50,1
5251,2038-12-02,14,7,47,43,9,48,38,47,16,1
5252,2038-12-03,2,14,44,11,6,33,22,40,28,1
5253,2038-12-04,32,33,41,37,8,12,23,14,45,1
5254,2038-12-05,39,28,5,19,12,14,34,16,5,1
5255,2038-12-06,7,17,10,32,45,42,37,1,12,1
5256,2038-12-07,19,12,26,38,25,37,2,27,43,1
5257,2038-12-08,22,24,18,32,38,13,17,8,38,1
5258,2038-12-09,46,18,37,26,20,7,23,13,18,1
5259,2038-12-10,46,3,10,19,21,20,44,48,34,1
5260,2038-12-11,21,2,18,29,38,1,36,7,26,1
5261,2038-12-12,21,24,19,29,40,24,8,8,6,1
5262,2038-12-13,19,18,45,27,27,46,43,47,9,1
5263,2038-12-14,40,35,29,43,6,37,16,41,42,1
5264,2038-12-15,43,47,37,6,17,48,49,2,21,1
5265,2038-12-16,13,14,46,16,35,38,15,32,6,1
5266,2038-12-17,32,21,3,1,19,38,26,17,33,1
5267,2038-12-18,8,43,34,18,17,50,8,39,15,1
5268,2038-12-19,48,30,38,39,3,43,1,30,4,1
5269,2038-12-20,36,49,6,5,4,23,27,34,29,1
5270,2038-12-21,7,5,20,10,7,14,24,8,43,1
5271,2038-12-22,17,46,32,14,27,5,5,1,8,1
5272,2038-12-23,50,36,22,46,5,41,4,39,2,1
5273,2038-12-24,50,39,31,5,39,8,33,39,41,1
5274,2038-12-25,11,3,28,13,16,4,15,12,33,1
5275,2038-12-26,25,44,26,39,22,12,30,40,5,1
5276,2038-12-27,28,46,28,46,16,42,33,44,3,1
5277,2038-12-28,38,14,33,11,5,48,27,48,13,1
5278,2038-12-29,29,1,6,32,50,31,23,48,21,1
5279,2038-12-30,29,48,28,44,19,34,50,11,15,1
5280,2038-12-31,28,44,27,24,42,19,23,21,23,1
5281,2039-01-01,26,40,44,2,38,37,44,8,44,1
5282,2039-01-02,36,3,34,14,48,32,3,48,27,1
5283,2039-01-03,43,7,34,30,31,36,26,34,45,1
5284,2039-01-04,37,19,1,30,8,46,43,6,30,1
5285,2039-01-05,46,27,47,2,43,39,27,27,35,1
5286,2039-01-06,50,4,45,19,49,12,32,8,49,1
5287,2039-01-07,40,9,30,47,15,31,11,27,27,1
5288,2039-01-08,33,16,11,13,19,9,31,17,29,1
5289,2039-01-09,16,41,4,12,20,47,28,5,47,1
5290,2039-01-10,4,1,35,50,18,7,39,10,24,1
5291,2039-01-11,19,42,7,41,13,9,5,32,3,1
5292,2039-01-12,39,10,5,43,29,22,15,23,27,1
5293,2039-01-13,14,13,37,22,24,49,10,36,42,1
5294,2039-01-14,27,9,44,4,19,14,4,25,16,1
5295,2039-01-15,28,38,16,1,39,18,44,30,23,1
5296,2039-01-16,24,11,2,13,13,14,7,14,48,1
5297,2039-01-17,34,31,4,39,27,21,5,50,9,1
5298,2039-01-18,39,40,50,25,34,4,41,3,41,1
5299,2039-01-19,31,35,25,26,20,21,41,24,35,1
5300,2039-01-20,25,15,18,13,16,50,15,13,10,1
5301,2039-01-21,48,23,8,27,28,46,31,39,11,1
5302,2039-01-22,1,12,21,20,30,9,1,3,50,1
5303,2039-01-23,3,32,3,9,26,1,13,2,46,1
5304,2039-01-24,21,12,14,16,29,26,13,25,14,1
5305,2039-01-25,45,15,25,44,4,14,2,38,37,1
5306,2039-01-26,26,12,37,46,37,13,2,40,47,1
5307,2039-01-27,11,49,1,15,39,43,17,42,24,1
5308,2039-01-28,24,16,38,41,35,32,10,18,49,1
5309,2039-01-29,34,43,3,36,20,9,24,25,40,1
5310,2039-01-30,12,17,3,12,15,35,34,13,32,1
5311,2039-01-31,39,46,26,47,20,9,19,34,26,1
5312,2039-02-01,43,20,21,30,38,4,32,26,37,1
5313,2039-02-02,38,41,48,30,26,46,12,24,5,1
5314,2039-02-03,30,44,45,31,21,41,24,14,15,1
5315,2039-02-04,14,19,24,49,30,10,40,25,6,1
5316,2039-02-05,5,18,24,40,31,17,49,35,17,1
5317,2039-02-06,10,49,50,36,11,28,36,31,38,1
5318,2039-02-07,31,20,38,1,33,5,24,47,15,1
5319,2039-02-08,48,37,44,24,5,35,39,30,47,1
5320,2039-02-09,11,15,34,26,45,19,7,39,44,1
5321,2039-02-10,6,39,20,33,2,43,19,7,43,1
5322,2039-02-11,15,15,23,29,35,41,15,4,34,1
5323,2039-02-12,22,2,46,46,4,6,32,47,28,1
5324,2039-02-13,50,32,34,28,14,17,11,19,29,1
5325,2039-02-14,2,4,41,14,25,40,14,1,26,1
5326,2039-02-15,2,24,34,1,45,8,30,41,29,1
5327,2039-02-16,45,48,40,41,44,20,3,16,39,1
5328,2039-02-17,33,18,45,30,1,50,9,39,37,1
5329,2039-02-18,37,10,38,16,50,10,48,40,33,1
5330,2039-02-19,38,7,28,27,21,11,33,49,11,1
5331,2039-02-20,22,12,18,1,25,29,5,3,8,1
5332,2039-02-21,8,14,15,24,15,18,12,36,7,1
5333,2039-02-22,42,25,14,13,48,23,1,26,47,1
5334,2039-02-23,41,16,11,48,12,20,6,30,30,1
5335,2039-02-24,11,14,17,38,48,48,32,43,25,1
5336,2039-02-25,37,50,35,18,48,8,30,26,7,1
5337,2039-02-26,36,16,17,50,1,38,25,42,12,1
5338,2039-02-27,29,22,10,45,32,6,2,34,12,1
5339,2039-02-28,13,29,7,28,38,30,2,11,30,1
5340,2039-03-01,45,38,35,40,32,33,7,32,30,1
5341,2039-03-02,43,3,50,5,46,13,22,32,43,1
5342,2039-03-03,49,20,48,12,14,8,28,41,21,1
5343,2039-03-04,12,12,45,39,10,4,34,32,38,1
5344,2039-03-05,50,48,45,21,15,10,4,50,39,1
5345,2039-03-06,36,38,1,2,5,15,48,42,28,1
5346,2039-03-07,34,32,50,30,8,33,7,39,34,1
5347,2039-03-08,19,15,15,35,21,26,15,46,32,1
5348,2039-03-09,2,36,27,15,1,14,14,2,49,1
5349,2039-03-10,46,29,9,39,34,36,18,14,24,1
5350,2039-03-11,28,41,10,30,47,22,31,37,33,1
5351,2039-03-12,7,16,11,34,5,19,39,9,25,1
5352,2039-03-13,46,11,14,3,39,39,30,28,26,1
5353,2039-03-14,37,37,36,21,23,25,32,40,21,1
5354,2039-03-15,36,6,40,32,9,39,47,50,49,1
5355,2039-03-16,16,18,4,19,23,16,23,35,35,1
5356,2039-03-17,41,13,10,6,17,11,3,31,42,1
5357,2039-03-18,17,40,29,31,19,29,15,25,43,1
5358,2039-03-19,41,29,2,32,13,32,21,46,4,1
5359,2039-03-20,46,30,16,17,16,9,22,23,29,1
5360,2039-03-21,8,2,7,46,32,48,34,36,37,1
5361,2039-03-22,38,16,6,26,10,45,44,36,7,1
5362,2039-03-23,25,50,10,11,4,31,33,43,39,1
5363,2039-03-24,45,44,5,11,12,5,6,20,40,1
5364,2039-03-25,34,27,33,43,47,27,47,26,38,1
5365,2039-03-26,39,36,24,44,16,20,24,42,1,1
5366,2039-03-27,46,42,11,30,11,43,7,50,29,1
5367,2039-03-28,23,17,6,20,44,39,46,10,39,1
5368,2039-03-29,44,37,6,46,28,28,41,48,22,1
5369,2039-03-30,16,43,50,14,17,15,7,30,38,1
5370,2039-03-31,45,10,39,32,31,21,25,3,48,1
5371,2039-04-01,23,22,25,15,1,16,19,24,19,1
5372,2039-04-02,15,50,44,8,35,41,45,39,8,1
5373,2039-04-03,27,8,26,25,10,30,43,31,12,1
5374,2039-04-04,49,35,10,49,6,24,42,46,40,1
5375,2039-04-05,12,40,41,8,2,2,36,13,37,1
5376,2039-04-06,26,40,33,10,18,25,11,3,18,1
5377,2039-04-07,12,39,33,48,40,29,28,24,32,1
5378,2039-04-08,47,50,36,49,31,40,49,20,35,1
5379,2039-04-09,26,30,17,20,14,32,11,1,16,1
5380,2039-04-10,20,45,3,10,31,36,11,21,47,1
5381,2039-04-11,48,50,5,12,41,45,26,50,37,1
5382,2039-04-12,5,31,38,9,32,44,3,23,23,1
5383,2039-04-13,6,22,5,18,43,50,9,47,22,1
5384,2039-04-14,17,8,5,49,45,20,12,32,50,1
5385,2039-04-15,6,38,36,7,32,33,45,21,44,1
5386,2039-04-16,36,32,21,36,45,16,13,20,29,1
5387,2039-04-17,45,38,9,49,10,20,23,24,31,1
5388,2039-04-18,10,41,15,11,45,5,12,47,16,1
5389,2039-04-19,21,46,47,38,27,26,4,31,18,1
5390,2039-04-20,4,49,3,45,43,9,21,12,28,1
5391,2039-04-21,39,11,21,32,1,21,20,2,13,1
5392,2039-04-22,50,25,44,16,26,50,12,45,30,1
5393,2039-04-23,49,10,39,42,50,3,6,5,4,1
5394,2039-04-24,35,36,46,18,42,28,37,32,22,1
5395,2039-04-25,20,17,37,46,45,4,46,23,36,1
5396,2039-04-26,28,25,37,14,1,38,5,30,48,1
5397,2039-04-27,4,44,38,38,24,37,21,15,12,1
5398,2039-04-28,32,27,21,37,39,14,28,2,24,1
5399,2039-04-29,33,35,39,7,11,28,11,25,46,1
5400,2039-04-30,44,50,7,44,13,24,17,4,14,1
5401,2039-05-01,33,30,17,1,41,44,41,22,19,1
5402,2039-05-02,4,41,41,33,28,7,24,4,19,1
5403,2039-05-03,1,17,40,50,7,49,13,25,16,1
5404,2039-05-04,8,18,41,37,6,11,13,49,6,1
5405,2039-05-05,39,44,27,40,41,38,44,40,19,1
5406,2039-05-06,36,49,26,23,25,39,40,30,20,1
5407,2039-05-07,50,4,37,50,34,50,26,20,11,1
5408,2039-05-08,8,46,40,22,2,39,38,9,10,1
5409,2039-05-09,49,34,41,32,39,4,30,3,13,1
5410,2039-05-10,48,47,35,21,4,38,33,19,50,1
5411,2039-05-11,9,42,29,42,42,7,13,41,23,1
5412,2039-05-12,23,41,47,43,7,28,49,45,12,1
5413,2039-05-13,26,8,47,44,32,42,41,30,18,1
5414,2039-05-14,29,36,47,49,35,1,32,10,20,1
5415,2039-05-15,3,11,1,42,12,27,33,21,34,1
5416,2039-05-16,26,5,22,7,11,18,49,48,29,1
5417,2039-05-17,37,29,19,29,37,9,38,35,21,1
5418,2039-05-18,34,34,45,23,33,10,37,26,24,1
5419,2039-05-19,39,14,17,42,25,12,26,12,25,1
5420,2039-05-20,44,44,49,16,50,22,26,29,32,1
5421,2039-05-21,47,38,12,24,32,42,7,21,38,1
5422,2039-05-22,9,7,20,17,7,39,39,32,8,1
5423,2039-05-23,1,14,37,35,49,18,18,5,37,1
5424,2039-05-24,24,16,41,25,50,43,4,30,46,1
5425,2039-05-25,46,28,24,16,45,17,22,32,29,1
5426,2039-05-26,22,25,18,42,21,5,1,13,49,1
5427,2039-05-27,35,12,35,44,6,24,1,43,33,1
5428,2039-05-28,33,38,45,16,22,48,11,12,31,1
5429,2039-05-29,49,12,25,17,46,4,44,26,16,1
5430,2039-05-30,14,33,8,33,15,17,29,1,25,1
5431,2039-05-31,31,47,30,8,11,24,1,20,38,1
5432,2039-06-01,25,7,37,42,5,27,2,5,20,1
5433,2039-06-02,38,7,28,17,18,50,25,12,41,1
5434,2039-06-03,44,16,32,45,42,15,21,20,12,1
5435,2039-06-04,44,32,3,9,31,7,9,2,40,1
5436,2039-06-05,11,36,36,42,40,2,30,13,24,1
5437,2039-06-06,50,4,20,50,45,40,8,25,36,1
5438,2039-06-07,39,40,25,9,10,27,15,5,18,1
5439,2039-06-08,42,18,2,5,5,16,38,10,43,1
5440,2039-06-09,26,27,22,29,45,18,21,8,11,1
5441,2039-06-10,50,45,12,42,8,29,46,27,44,1
5442,2039-06-11,3,47,29,12,6,21,4,21,20,1
5443,2039-06-12,50,26,5,42,27,34,10,13,7,1
5444,2039-06-13,24,50,11,50,7,20,41,38,16,1
5445,2039-06-14,39,15,7,45,38,42,43,4,1,1
5446,2039-06-15,11,10,35,24,23,39,36,3,22,1
5447,2039-06-16,46,21,9,10,2,17,14,4,21,1
5448,2039-06-17,45,24,27,23,31,45,25,37,20,1
5449,2039-06-18,25,41,43,16,1,35,4,13,13,1
5450,2039-06-19,36,42,26,33,8,45,3,4,2,1
5451,2039-06-20,36,11,11,47,44,3,50,48,42,1
5452,2039-06-21,33,19,13,5,47,5,20,1,13,1
5453,2039-06-22,35,46,20,39,8,40,28,48,9,1
5454,2039-06-23,20,15,46,40,35,36,35,32,37,1
5455,2039-06-24,18,19,32,2,9,44,23,40,44,1
5456,2039-06-25,16,31,33,8,49,33,22,26,22,1
5457,2039-06-26,21,24,20,25,29,13,41,27,41,1
5458,2039-06-27,2,29,23,47,7,13,39,41,18,1
5459,2039-06-28,24,20,22,24,36,5,15,43,11,1
5460,2039-06-29,49,29,16,1,33,8,39,14,34,1
5461,2039-06-30,47,43,10,24,31,8,2,48,5,1
5462,2039-07-01,49,35,9,16,23,10,32,17,33,1
5463,2039-07-02,28,49,44,4,39,3,16,5,46,1
5464,2039-07-03,7,33,32,29,48,35,22,25,37,1
5465,2039-07-04,47,31,26,43,39,47,8,31,25,1
5466,2039-07-05,16,41,2,10,16,22,10,29,47,1
5467,2039-07-06,18,18,23,37,40,8,34,47,50,1
5468,2039-07-07,33,13,21,4,30,32,26,10,50,1
5469,2039-07-08,29,48,47,44,21,13,9,37,30,1
5470,2039-07-09,36,22,14,43,31,4,18,4,13,1
5471,2039-07-10,21,7,17,36,42,2,37,3,17,1
5472,2039-07-11,15,41,42,25,40,11,32,2,30,1
5473,2039-07-12,33,10,25,1,10,45,26,7,6,1
5474,2039-07-13,11,24,8,1,18,34,14,26,13,1
5475,2039-07-14,6,11,32,11,28,29,36,28,38,1
5476,2039-07-15,14,1,11,42,18,45,19,25,26,1
5477,2039-07-16,23,20,42,32,29,49,32,24,14,1
5478,2039-07-17,41,28,34,16,16,2,4,35,3,1
5479,2039-07-18,27,49,20,48,20,7,30,22,46,1
5480,2039-07-19,43,1,47,25,20,45,33,19,44,1
5481,2039-07-20,34,16,26,50,25,12,27,44,48,1
5482,2039-07-21,15,32,32,9,21,30,8,12,5,1
5483,2039-07-22,7,15,50,35,18,38,6,22,7,1
5484,2039-07-23,10,33,34,35,42,10,29,50,22,1
5485,2039-07-24,15,32,24,50,44,24,1,47,38,1
5486,2039-07-25,30,16,21,24,9,31,49,20,34,1
5487,2039-07-26,29,44,6,44,40,41,30,20,39,1
5488,2039-07-27,15,41,25,33,15,49,37,26,15,1
5489,2039-07-28,35,23,45,40,40,19,33,29,4,1
5490,2039-07-29,30,24,17,22,2,21,12,33,3,1
5491,2039-07-30,32,6,12,6,33,17,32,13,13,1
5492,2039-07-31,42,22,26,43,48,5,23,32,11,1
5493,2039-08-01,50,34,1,22,32,24,46,9,35,1
5494,2039-08-02,38,49,30,33,21,39,9,36,28,1
5495,2039-08-03,35,34,39,3,41,3,24,35,36,1
5496,2039-08-04,15,19,16,34,2,18,35,38,27,1
5497,2039-08-05,43,33,50,1,37,7,25,11,34,1
5498,2039-08-06,7,22,15,49,48,37,30,28,37,1
5499,2039-08-07,37,27,43,16,15,32,50,50,10,1
