id,tgl_pencatatan,jenis_mitra_penerima,jml_pedaging_jantan,jml_pedaging_betina,jml_pedaging_anakan_jantan,jml_pedaging_anakan_betina,jml_perah_jantan,jml_perah_betina,jml_perah_anakan_jantan,jml_perah_anakan_betina,id_peternak
4456,2036-09-28,28,32,18,30,30,13,13,49,23,1
4457,2036-09-29,40,48,13,16,39,12,44,40,29,1
4458,2036-09-30,48,8,4,28,28,30,32,11,3,1
4459,2036-10-01,29,23,5,49,32,17,35,31,39,1
4460,2036-10-02,50,6,33,2,4,39,8,16,49,1
4461,2036-10-03,20,7,8,50,47,50,8,28,21,1
4462,2036-10-04,8,15,36,25,3,11,48,40,7,1
4463,2036-10-05,19,7,8,20,18,14,11,40,34,1
4464,2036-10-06,6,27,11,22,40,21,18,7,27,1
4465,2036-10-07,47,8,17,26,18,13,31,42,19,1
4466,2036-10-08,32,42,45,12,10,40,8,4,12,1
4467,2036-10-09,46,7,32,16,35,15,9,36,36,1
4468,2036-10-10,10,1,42,20,29,4,29,37,3,1
4469,2036-10-11,17,12,19,47,22,31,27,3,10,1
4470,2036-10-12,43,17,41,15,38,8,19,47,15,1
4471,2036-10-13,17,50,5,12,38,27,1,9,12,1
4472,2036-10-14,37,12,3,9,43,11,41,17,49,1
4473,2036-10-15,12,25,1,26,4,42,18,37,27,1
4474,2036-10-16,23,6,3,3,23,39,37,26,42,1
4475,2036-10-17,4,48,48,13,46,44,35,25,12,1
4476,2036-10-18,42,49,10,37,2,25,32,27,32,1
4477,2036-10-19,27,7,20,50,19,36,25,29,30,1
4478,2036-10-20,46,8,34,14,30,27,22,26,36,1
4479,2036-10-21,35,13,13,16,49,25,26,8,50,1
4480,2036-10-22,39,44,18,12,26,38,29,4,3,1
4481,2036-10-23,31,13,49,50,1,2,27,41,15,1
4482,2036-10-24,41,25,14,28,4,17,9,40,17,1
4483,2036-10-25,37,47,22,39,4,34,15,39,25,1
4484,2036-10-26,21,18,19,4,28,12,2,9,49,1
4485,2036-10-27,45,44,8,32,9,4,10,18,30,1
4486,2036-10-28,39,1,1,10,10,47,17,48,30,1
4487,2036-10-29,50,37,20,5,16,44,9,15,3,1
4488,2036-10-30,43,39,15,7,29,17,24,14,31,1
4489,2036-10-31,35,28,13,38,20,10,48,6,44,1
4490,2036-11-01,41,20,23,42,30,15,37,37,49,1
4491,2036-11-02,35,47,14,33,15,21,44,15,30,1
4492,2036-11-03,7,43,20,9,13,38,6,30,21,1
4493,2036-11-04,6,8,24,42,23,7,33,47,16,1
4494,2036-11-05,17,48,16,45,3,3,29,29,25,1
4495,2036-11-06,13,8,29,7,9,13,4,40,43,1
4496,2036-11-07,35,12,41,9,24,33,4,41,14,1
4497,2036-11-08,7,43,29,47,38,18,40,46,48,1
4498,2036-11-09,7,39,34,47,15,47,21,18,33,1
4499,2036-11-10,9,37,31,27,16,9,20,37,47,1
4500,2036-11-11,10,3,3,37,40,33,5,30,9,1
4501,2036-11-12,26,24,10,20,33,47,17,28,4,1
4502,2036-11-13,18,48,39,1,36,3,49,33,27,1
4503,2036-11-14,5,37,3,49,22,40,44,17,50,1
4504,2036-11-15,46,23,19,30,15,22,15,2,48,1
4505,2036-11-16,24,29,19,39,50,11,37,49,44,1
4506,2036-11-17,10,28,7,47,17,9,49,16,50,1
4507,2036-11-18,37,21,19,4,26,15,1,37,16,1
4508,2036-11-19,24,42,47,50,10,26,27,20,28,1
4509,2036-11-20,24,17,17,11,13,18,28,6,35,1
4510,2036-11-21,16,15,37,43,29,50,20,45,26,1
4511,2036-11-22,30,26,33,8,36,39,41,49,1,1
4512,2036-11-23,6,42,16,25,46,47,4,20,18,1
4513,2036-11-24,1,2,34,7,7,30,7,21,16,1
4514,2036-11-25,15,10,34,49,47,44,6,12,34,1
4515,2036-11-26,27,48,23,16,18,17,11,33,38,1
4516,2036-11-27,38,44,41,31,4,11,35,3,27,1
4517,2036-11-28,32,38,34,17,35,29,33,20,16,1
4518,2036-11-29,30,10,28,30,36,50,33,30,28,1
4519,2036-11-30,17,23,21,43,48,42,38,15,19,1
4520,2036-12-01,2,32,47,36,46,29,48,31,37,1
4521,2036-12-02,16,18,6,17,11,38,13,31,17,1
4522,2036-12-03,20,25,14,17,19,23,6,8,29,1
4523,2036-12-04,32,21,6,43,49,27,41,1,3,1
4524,2036-12-05,22,17,27,8,23,30,19,42,24,1
4525,2036-12-06,34,43,11,24,33,38,45,31,28,1
4526,2036-12-07,27,20,17,24,45,44,5,7,15,1
4527,2036-12-08,37,35,7,23,13,42,38,35,9,1
4528,2036-12-09,15,49,45,4,4,7,40,10,29,1
4529,2036-12-10,2,19,4,50,23,34,18,14,41,1
4530,2036-12-11,30,7,50,40,35,49,7,6,44,1
4531,2036-12-12,27,14,5,32,13,19,38,15,2,1
4532,2036-12-13,2,50,33,50,46,32,8,49,36,1
4533,2036-12-14,11,12,4,44,24,11,10,48,5,1
4534,2036-12-15,18,3,6,1,15,17,9,2,6,1
4535,2036-12-16,24,6,24,4,23,33,30,1,5,1
4536,2036-12-17,8,30,45,28,14,32,2,24,46,1
4537,2036-12-18,19,13,21,47,32,5,21,47,26,1
4538,2036-12-19,33,17,24,29,5,7,22,4,36,1
4539,2036-12-20,1,12,41,48,49,39,4,48,39,1
4540,2036-12-21,38,33,19,31,43,50,12,25,16,1
4541,2036-12-22,48,44,13,6,28,28,34,24,9,1
4542,2036-12-23,5,6,29,42,27,25,34,20,31,1
4543,2036-12-24,8,18,14,33,24,20,32,44,36,1
4544,2036-12-25,16,23,1,25,28,9,50,6,37,1
4545,2036-12-26,16,1,35,50,30,13,43,50,21,1
4546,2036-12-27,35,9,4,38,30,27,16,26,39,1
4547,2036-12-28,21,46,45,11,1,6,21,12,3,1
4548,2036-12-29,5,10,39,29,25,14,11,9,25,1
4549,2036-12-30,34,4,29,20,25,18,37,14,6,1
4550,2036-12-31,49,21,24,19,49,49,26,31,3,1
4551,2037-01-01,46,18,21,36,4,23,30,6,35,1
4552,2037-01-02,10,32,1,48,18,42,38,27,23,1
4553,2037-01-03,10,18,2,48,3,4,29,42,4,1
4554,2037-01-04,44,41,42,39,27,24,21,12,27,1
4555,2037-01-05,30,11,18,1,4,12,19,34,43,1
4556,2037-01-06,24,5,18,40,33,21,32,16,29,1
4557,2037-01-07,25,11,12,44,36,49,37,19,10,1
4558,2037-01-08,15,31,24,15,31,40,24,7,40,1
4559,2037-01-09,24,37,7,50,3,50,2,19,5,1
4560,2037-01-10,45,40,35,47,47,45,26,49,50,1
4561,2037-01-11,21,45,26,10,14,36,14,43,38,1
4562,2037-01-12,8,29,48,45,21,34,1,14,3,1
4563,2037-01-13,41,24,50,13,4,2,39,7,27,1
4564,2037-01-14,40,32,21,4,48,36,45,3,1,1
4565,2037-01-15,32,9,31,41,17,50,9,1,37,1
4566,2037-01-16,27,50,37,17,50,15,8,7,23,1
4567,2037-01-17,4,10,31,37,3,33,45,33,8,1
4568,2037-01-18,35,5,47,11,30,26,15,20,6,1
4569,2037-01-19,8,19,19,17,23,7,6,25,30,1
4570,2037-01-20,4,19,33,50,36,9,33,9,31,1
4571,2037-01-21,15,29,37,9,30,8,9,2,1,1
4572,2037-01-22,44,3,43,50,16,27,29,11,22,1
4573,2037-01-23,42,14,24,1,35,38,24,23,42,1
4574,2037-01-24,32,11,47,38,30,44,27,31,49,1
4575,2037-01-25,47,32,34,35,32,28,40,28,45,1
4576,2037-01-26,7,46,14,8,45,42,5,35,21,1
4577,2037-01-27,23,25,24,39,38,16,38,31,42,1
4578,2037-01-28,19,5,34,21,9,29,32,47,17,1
4579,2037-01-29,9,21,48,2,15,14,12,31,27,1
4580,2037-01-30,37,20,49,5,12,33,21,47,49,1
4581,2037-01-31,7,16,10,5,21,31,32,3,44,1
4582,2037-02-01,27,32,15,21,41,18,5,22,1,1
4583,2037-02-02,44,4,27,48,13,21,8,10,26,1
4584,2037-02-03,20,45,40,5,3,44,27,16,24,1
4585,2037-02-04,3,11,44,39,5,39,43,4,21,1
4586,2037-02-05,7,23,25,40,18,41,17,29,27,1
4587,2037-02-06,31,4,32,19,21,19,33,47,11,1
4588,2037-02-07,39,12,48,47,19,24,31,27,40,1
4589,2037-02-08,38,22,50,11,10,33,44,39,13,1
4590,2037-02-09,6,37,39,11,43,30,10,4,33,1
4591,2037-02-10,17,31,25,35,33,30,41,23,14,1
4592,2037-02-11,20,45,20,15,5,50,30,2,26,1
4593,2037-02-12,9,5,21,21,37,35,40,2,48,1
4594,2037-02-13,41,31,4,16,6,46,35,15,5,1
4595,2037-02-14,10,15,6,45,22,20,41,14,50,1
4596,2037-02-15,50,7,20,46,1,48,27,14,36,1
4597,2037-02-16,41,21,41,31,35,44,6,43,11,1
4598,2037-02-17,27,24,17,35,28,32,38,7,26,1
4599,2037-02-18,25,49,50,42,46,3,27,32,18,1
4600,2037-02-19,24,19,23,5,15,15,34,34,43,1
4601,2037-02-20,6,35,31,21,50,33,38,46,23,1
4602,2037-02-21,27,19,14,42,46,29,2,36,32,1
4603,2037-02-22,31,42,39,18,8,3,19,11,43,1
4604,2037-02-23,11,41,5,49,14,45,25,19,18,1
4605,2037-02-24,9,45,32,34,50,26,33,17,17,1
4606,2037-02-25,1,31,8,16,50,24,43,14,43,1
4607,2037-02-26,20,46,8,29,49,46,47,12,49,1
4608,2037-02-27,44,11,43,26,32,21,3,48,14,1
4609,2037-02-28,11,45,43,12,25,21,18,23,33,1
4610,2037-03-01,38,15,48,18,39,22,35,37,16,1
4611,2037-03-02,5,16,32,41,38,23,10,23,11,1
4612,2037-03-03,12,25,47,21,44,37,22,43,27,1
4613,2037-03-04,5,15,44,8,38,36,22,42,9,1
4614,2037-03-05,29,18,23,3,14,30,19,35,21,1
4615,2037-03-06,22,8,42,29,33,38,17,31,23,1
4616,2037-03-07,30,44,26,6,12,19,36,41,29,1
4617,2037-03-08,24,29,50,28,49,15,21,14,45,1
4618,2037-03-09,45,39,15,5,5,19,26,49,30,1
4619,2037-03-10,6,7,24,45,11,30,25,8,43,1
4620,2037-03-11,26,4,9,42,31,8,6,50,1,1
4621,2037-03-12,39,49,14,33,8,43,5,31,20,1
4622,2037-03-13,45,14,42,21,16,24,24,39,48,1
4623,2037-03-14,2,32,41,41,38,50,8,43,44,1
4624,2037-03-15,44,39,44,3,8,21,47,16,29,1
4625,2037-03-16,20,50,1,25,15,29,50,34,31,1
4626,2037-03-17,20,39,45,14,35,31,8,3,43,1
4627,2037-03-18,22,35,35,32,12,35,2,7,26,1
4628,2037-03-19,25,23,50,19,5,27,47,18,35,1
4629,2037-03-20,5,13,44,14,47,24,32,47,13,1
4630,2037-03-21,16,34,35,44,4,10,12,28,50,1
4631,2037-03-22,21,29,38,5,43,3,40,5,50,1
4632,2037-03-23,27,27,45,50,14,48,44,46,45,1
4633,2037-03-24,18,46,50,10,50,22,44,47,45,1
4634,2037-03-25,9,9,46,28,33,7,48,8,10,1
4635,2037-03-26,19,5,1,4,44,37,39,16,23,1
4636,2037-03-27,7,1,22,13,3,47,26,27,8,1
4637,2037-03-28,34,23,30,32,32,34,3,40,12,1
4638,2037-03-29,49,20,7,30,38,1,16,26,45,1
4639,2037-03-30,18,22,17,39,39,11,4,15,11,1
4640,2037-03-31,20,21,41,31,37,47,12,8,16,1
4641,2037-04-01,9,13,46,13,16,39,25,9,10,1
4642,2037-04-02,39,5,15,13,5,39,38,48,23,1
4643,2037-04-03,1,31,40,10,26,44,37,18,1,1
4644,2037-04-04,37,26,50,11,27,28,5,42,49,1
4645,2037-04-05,30,37,23,38,38,4,6,31,42,1
4646,2037-04-06,5,17,20,41,11,43,36,35,37,1
4647,2037-04-07,40,8,8,36,6,17,22,36,46,1
4648,2037-04-08,19,5,4,11,42,10,3,45,22,1
4649,2037-04-09,22,44,12,4,33,40,43,47,31,1
4650,2037-04-10,43,9,30,48,49,36,15,42,48,1
4651,2037-04-11,11,46,39,26,14,11,5,9,2,1
4652,2037-04-12,11,36,19,18,26,1,22,41,8,1
4653,2037-04-13,42,36,31,28,31,30,32,10,36,1
4654,2037-04-14,19,50,33,30,25,26,17,12,38,1
4655,2037-04-15,50,24,35,46,20,12,42,20,6,1
4656,2037-04-16,42,15,43,43,15,3,21,2,37,1
4657,2037-04-17,48,48,21,32,37,49,4,10,9,1
4658,2037-04-18,16,3,40,19,17,15,40,38,29,1
4659,2037-04-19,45,15,16,27,22,29,38,29,6,1
4660,2037-04-20,13,3,8,40,35,2,24,3,46,1
4661,2037-04-21,48,50,37,26,7,39,47,47,36,1
4662,2037-04-22,12,30,49,47,34,29,13,1,46,1
4663,2037-04-23,17,15,47,17,20,23,12,16,17,1
4664,2037-04-24,36,34,8,16,27,45,43,49,16,1
4665,2037-04-25,15,50,30,2,12,42,49,2,2,1
4666,2037-04-26,13,14,40,43,34,31,15,35,22,1
4667,2037-04-27,21,22,11,17,26,34,10,45,34,1
4668,2037-04-28,8,26,6,23,43,34,47,44,49,1
4669,2037-04-29,32,14,16,41,23,41,25,49,4,1
4670,2037-04-30,8,49,45,6,50,28,50,17,49,1
4671,2037-05-01,5,17,1,12,17,34,29,35,36,1
4672,2037-05-02,36,20,7,14,45,36,13,12,20,1
4673,2037-05-03,29,32,12,13,31,23,42,23,24,1
4674,2037-05-04,27,44,34,18,31,30,40,30,49,1
4675,2037-05-05,43,5,18,49,2,46,36,39,35,1
4676,2037-05-06,47,13,33,45,48,41,26,14,47,1
4677,2037-05-07,4,28,35,5,45,46,25,40,6,1
4678,2037-05-08,50,34,33,13,49,47,42,8,44,1
4679,2037-05-09,38,12,30,24,50,48,43,6,46,1
4680,2037-05-10,30,38,33,48,44,30,6,29,18,1
4681,2037-05-11,15,16,39,8,29,49,27,46,13,1
4682,2037-05-12,31,5,41,50,37,32,39,33,7,1
4683,2037-05-13,23,20,13,3,2,42,44,12,9,1
4684,2037-05-14,1,1,40,42,18,45,34,42,39,1
4685,2037-05-15,4,11,35,22,33,24,34,17,14,1
4686,2037-05-16,19,39,4,10,44,39,17,2,38,1
4687,2037-05-17,19,43,27,5,21,6,30,42,46,1
4688,2037-05-18,40,48,41,37,6,29,2,50,20,1
4689,2037-05-19,12,8,2,42,44,26,39,26,22,1
4690,2037-05-20,8,15,34,49,38,45,3,42,9,1
4691,2037-05-21,2,23,30,47,41,39,36,31,18,1
4692,2037-05-22,28,29,3,41,36,14,18,23,42,1
4693,2037-05-23,45,8,40,27,48,42,33,43,19,1
4694,2037-05-24,4,7,2,45,23,31,12,28,20,1
4695,2037-05-25,1,27,23,19,33,34,15,7,41,1
4696,2037-05-26,24,45,20,21,21,27,34,43,5,1
4697,2037-05-27,26,5,35,20,9,14,4,40,3,1
4698,2037-05-28,6,39,31,14,42,25,30,10,36,1
4699,2037-05-29,49,32,27,30,37,50,15,9,40,1
4700,2037-05-30,38,40,39,11,14,32,44,4,4,1
4701,2037-05-31,11,43,30,42,2,49,18,4,21,1
4702,2037-06-01,41,35,6,31,15,5,36,47,15,1
4703,2037-06-02,49,17,34,18,32,12,49,25,2,1
4704,2037-06-03,5,17,2,32,43,23,4,41,30,1
4705,2037-06-04,24,4,4,4,17,17,17,15,30,1
4706,2037-06-05,49,40,23,5,5,32,8,38,31,1
4707,2037-06-06,13,33,47,5,9,22,11,47,24,1
4708,2037-06-07,50,24,35,29,1,44,37,2,12,1
4709,2037-06-08,49,9,18,41,11,25,33,38,20,1
4710,2037-06-09,27,49,30,21,32,17,6,49,32,1
4711,2037-06-10,30,44,24,23,39,50,29,9,8,1
4712,2037-06-11,12,50,36,33,32,24,25,2,11,1
4713,2037-06-12,25,36,3,49,43,34,16,7,23,1
4714,2037-06-13,37,13,43,12,3,30,22,42,18,1
4715,2037-06-14,18,41,21,18,36,9,29,39,49,1
4716,2037-06-15,32,40,41,9,41,6,44,12,7,1
4717,2037-06-16,50,35,41,18,10,17,29,50,35,1
4718,2037-06-17,11,31,33,12,31,49,38,4,44,1
4719,2037-06-18,30,5,11,38,37,50,37,2,36,1
4720,2037-06-19,46,14,24,14,3,50,11,11,43,1
4721,2037-06-20,9,18,8,11,12,2,35,32,30,1
4722,2037-06-21,16,37,29,33,30,32,24,9,24,1
4723,2037-06-22,2,8,20,41,4,21,45,35,48,1
4724,2037-06-23,16,9,23,34,13,7,36,36,37,1
4725,2037-06-24,5,26,1,29,46,24,19,45,30,1
4726,2037-06-25,11,47,24,1,36,43,16,42,18,1
4727,2037-06-26,30,31,6,24,44,1,27,27,3,1
4728,2037-06-27,36,14,30,38,29,42,14,48,19,1
4729,2037-06-28,16,45,7,30,24,10,48,25,24,1
4730,2037-06-29,34,2,14,20,24,9,11,32,39,1
4731,2037-06-30,17,21,18,1,25,2,4,4,20,1
4732,2037-07-01,38,4,2,24,10,15,50,35,37,1
4733,2037-07-02,42,24,24,50,26,24,33,27,46,1
4734,2037-07-03,26,28,45,1,24,7,31,41,5,1
4735,2037-07-04,2,16,40,21,3,46,8,30,38,1
4736,2037-07-05,28,26,44,16,14,28,10,29,8,1
4737,2037-07-06,43,2,9,1,22,47,36,8,36,1
4738,2037-07-07,22,49,15,23,29,19,46,29,47,1
4739,2037-07-08,39,6,42,4,20,31,46,24,39,1
4740,2037-07-09,16,3,10,30,37,15,19,42,5,1
4741,2037-07-10,11,10,39,12,44,43,29,43,13,1
4742,2037-07-11,27,48,25,41,16,48,46,45,11,1
4743,2037-07-12,35,6,30,38,25,37,6,10,5,1
4744,2037-07-13,31,44,20,44,16,38,25,25,28,1
4745,2037-07-14,6,42,5,48,38,41,24,8,38,1
4746,2037-07-15,4,14,8,20,49,7,38,30,27,1
4747,2037-07-16,15,40,49,42,31,5,19,15,33,1
4748,2037-07-17,48,35,20,1,17,21,49,23,15,1
4749,2037-07-18,3,15,41,45,4,25,50,17,11,1
4750,2037-07-19,17,31,46,24,16,37,1,37,39,1
4751,2037-07-20,44,6,14,36,6,35,28,34,14,1
4752,2037-07-21,48,24,45,18,10,41,42,7,43,1
4753,2037-07-22,17,20,21,32,18,30,49,8,37,1
4754,2037-07-23,20,45,48,16,45,10,10,35,7,1
4755,2037-07-24,28,46,8,25,24,5,42,44,30,1
4756,2037-07-25,31,1,45,35,1,23,26,19,32,1
4757,2037-07-26,18,49,31,20,23,44,42,23,8,1
4758,2037-07-27,48,41,5,42,29,43,24,37,10,1
4759,2037-07-28,18,26,14,30,20,40,25,1,17,1
4760,2037-07-29,30,1,22,37,33,9,22,41,38,1
4761,2037-07-30,45,23,4,41,41,41,42,17,37,1
4762,2037-07-31,44,48,33,40,49,8,20,46,31,1
4763,2037-08-01,15,19,26,13,12,26,43,32,28,1
4764,2037-08-02,33,11,16,44,6,14,5,18,27,1
4765,2037-08-03,36,15,23,19,13,7,30,3,4,1
4766,2037-08-04,25,13,23,43,25,31,19,46,47,1
4767,2037-08-05,18,7,26,37,20,5,50,10,15,1
4768,2037-08-06,42,33,25,16,13,20,2,9,9,1
4769,2037-08-07,14,20,43,49,19,9,30,26,5,1
4770,2037-08-08,32,4,6,31,33,23,33,47,31,1
4771,2037-08-09,25,41,7,28,28,3,27,14,10,1
4772,2037-08-10,28,3,33,20,29,17,13,23,9,1
4773,2037-08-11,46,8,41,34,28,7,7,37,8,1
4774,2037-08-12,8,31,39,37,46,2,46,5,41,1
4775,2037-08-13,38,48,9,22,9,15,42,27,14,1
4776,2037-08-14,26,40,33,17,48,32,32,10,36,1
4777,2037-08-15,9,45,18,1,17,39,50,33,1,1
4778,2037-08-16,22,6,18,9,46,5,41,41,38,1
4779,2037-08-17,28,41,43,28,25,15,17,23,41,1
4780,2037-08-18,37,38,34,26,15,12,47,47,31,1
4781,2037-08-19,20,10,22,11,17,43,20,25,18,1
4782,2037-08-20,28,28,39,33,5,2,50,33,37,1
4783,2037-08-21,14,27,14,27,27,43,44,14,46,1
4784,2037-08-22,15,23,26,40,22,33,47,23,40,1
4785,2037-08-23,20,14,29,49,33,50,38,24,43,1
4786,2037-08-24,38,11,24,9,30,37,45,29,10,1
4787,2037-08-25,23,37,48,1,43,11,44,8,2,1
4788,2037-08-26,33,16,9,40,34,13,43,13,30,1
4789,2037-08-27,3,23,14,28,31,28,5,45,45,1
4790,2037-08-28,49,9,33,10,50,46,18,28,31,1
4791,2037-08-29,45,1,6,1,14,15,17,50,11,1
4792,2037-08-30,2,46,16,41,50,49,10,4,45,1
4793,2037-08-31,28,30,36,19,3,16,8,29,29,1
4794,2037-09-01,49,40,45,27,38,16,37,36,4,1
4795,2037-09-02,24,5,27,8,11,15,48,18,48,1
4796,2037-09-03,21,43,3,15,23,49,21,32,27,1
4797,2037-09-04,2,49,24,5,27,42,14,23,8,1
4798,2037-09-05,34,18,48,33,35,23,43,13,50,1
4799,2037-09-06,4,34,9,47,31,23,9,7,40,1
4800,2037-09-07,24,32,16,24,12,46,46,19,37,1
4801,2037-09-08,6,1,29,40,40,43,11,20,15,1
4802,2037-09-09,9,33,6,32,47,18,23,26,30,1
4803,2037-09-10,40,9,11,40,48,44,27,46,25,1
4804,2037-09-11,47,4,46,21,40,30,16,8,7,1
4805,2037-09-12,20,15,16,47,22,6,25,22,31,1
4806,2037-09-13,16,10,23,31,19,31,9,40,28,1
4807,2037-09-14,11,46,27,28,17,29,20,20,45,1
4808,2037-09-15,38,42,7,27,36,22,46,44,26,1
4809,2037-09-16,44,50,12,38,4,44,14,6,12,1
4810,2037-09-17,7,44,2,22,22,2,22,29,37,1
4811,2037-09-18,36,13,41,20,5,36,7,29,23,1
4812,2037-09-19,39,4,41,37,21,45,41,14,48,1
4813,2037-09-20,25,26,23,18,32,46,21,43,33,1
4814,2037-09-21,30,4,11,9,38,45,24,23,38,1
4815,2037-09-22,7,22,41,15,42,50,29,24,26,1
4816,2037-09-23,43,35,20,48,13,30,22,3,44,1
4817,2037-09-24,17,4,19,41,47,29,17,8,49,1
4818,2037-09-25,2,39,29,22,26,23,20,3,3,1
4819,2037-09-26,12,44,24,30,38,16,48,17,26,1
4820,2037-09-27,42,44,23,41,20,35,7,24,2,1
4821,2037-09-28,8,45,19,20,40,45,19,45,7,1
4822,2037-09-29,41,39,6,46,30,35,22,50,9,1
4823,2037-09-30,6,8,32,33,25,29,40,38,36,1
4824,2037-10-01,40,14,47,2,48,34,50,33,13,1
4825,2037-10-02,27,45,18,24,45,46,24,43,45,1
4826,2037-10-03,18,24,46,34,31,10,17,34,39,1
4827,2037-10-04,35,40,8,25,7,47,16,33,35,1
4828,2037-10-05,9,34,25,12,12,49,1,13,41,1
4829,2037-10-06,36,2,36,12,50,32,16,24,43,1
4830,2037-10-07,9,46,36,28,13,19,2,44,23,1
4831,2037-10-08,21,15,36,35,29,14,25,24,48,1
4832,2037-10-09,18,20,37,41,5,46,39,9,26,1
4833,2037-10-10,8,6,2,11,42,26,21,42,31,1
4834,2037-10-11,8,35,28,32,26,4,49,10,48,1
4835,2037-10-12,24,10,38,44,7,10,14,45,43,1
4836,2037-10-13,9,23,3,4,43,10,44,40,50,1
4837,2037-10-14,15,4,11,44,37,30,27,26,38,1
4838,2037-10-15,9,46,33,41,29,18,31,39,2,1
4839,2037-10-16,24,26,16,29,36,11,2,18,27,1
4840,2037-10-17,27,30,23,16,29,42,30,23,15,1
4841,2037-10-18,21,39,24,7,40,41,15,16,41,1
4842,2037-10-19,42,42,29,32,25,12,28,49,26,1
4843,2037-10-20,34,22,39,27,44,20,46,45,46,1
4844,2037-10-21,24,29,50,49,22,11,15,48,16,1
4845,2037-10-22,5,49,11,4,43,31,19,41,32,1
4846,2037-10-23,3,12,17,50,13,16,36,3,45,1
4847,2037-10-24,25,11,41,7,35,18,27,15,22,1
4848,2037-10-25,16,12,39,45,36,49,47,39,43,1
4849,2037-10-26,38,50,15,47,30,30,50,24,43,1
4850,2037-10-27,47,33,27,39,48,44,11,44,11,1
4851,2037-10-28,26,25,8,12,14,8,29,7,47,1
4852,2037-10-29,43,14,1,1,7,10,32,11,1,1
4853,2037-10-30,29,47,25,4,5,3,10,45,35,1
4854,2037-10-31,24,14,6,34,25,17,28,31,5,1
4855,2037-11-01,40,41,7,22,3,50,25,29,26,1
4856,2037-11-02,34,28,6,38,47,34,47,36,15,1
4857,2037-11-03,49,32,2,39,25,6,44,28,7,1
4858,2037-11-04,38,5,7,3,9,36,38,46,27,1
4859,2037-11-05,19,26,18,2,20,45,43,21,37,1
4860,2037-11-06,29,14,8,37,50,49,10,15,12,1
4861,2037-11-07,48,30,9,43,35,6,21,43,35,1
4862,2037-11-08,10,26,15,20,35,3,23,50,5,1
4863,2037-11-09,9,38,38,12,12,5,25,10,25,1
4864,2037-11-10,45,40,39,4,5,1,3,15,1,1
4865,2037-11-11,13,7,50,23,44,37,47,5,14,1
4866,2037-11-12,19,29,27,13,39,43,1,46,25,1
4867,2037-11-13,27,41,33,49,2,6,48,14,30,1
4868,2037-11-14,29,14,33,3,14,7,24,22,12,1
4869,2037-11-15,5,21,33,34,35,34,48,17,36,1
4870,2037-11-16,26,28,10,24,39,1,12,41,27,1
4871,2037-11-17,11,31,10,19,41,49,43,30,41,1
4872,2037-11-18,8,2,7,36,14,21,42,9,16,1
4873,2037-11-19,43,20,28,41,18,29,18,4,22,1
4874,2037-11-20,43,19,2,48,27,11,20,22,29,1
4875,2037-11-21,48,44,35,12,21,11,33,19,19,1
4876,2037-11-22,3,35,34,13,40,25,4,24,12,1
4877,2037-11-23,3,20,16,31,17,15,16,16,49,1
4878,2037-11-24,16,26,2,18,30,21,32,27,35,1
4879,2037-11-25,31,5,1,42,48,25,27,47,33,1
4880,2037-11-26,3,32,2,44,43,27,5,23,43,1
4881,2037-11-27,46,12,45,22,13,3,38,8,20,1
4882,2037-11-28,25,46,46,8,7,40,26,2,29,1
4883,2037-11-29,48,46,44,30,18,20,8,46,18,1
4884,2037-11-30,16,39,37,19,23,28,15,6,36,1
4885,2037-12-01,5,9,41,39,39,30,45,18,6,1
4886,2037-12-02,26,11,33,15,40,25,9,28,19,1
4887,2037-12-03,46,22,47,23,28,42,35,46,25,1
4888,2037-12-04,27,5,6,32,7,3,49,25,19,1
4889,2037-12-05,36,31,19,24,30,7,11,8,8,1
4890,2037-12-06,32,3,16,4,20,7,10,17,16,1
4891,2037-12-07,49,30,28,10,36,39,44,47,1,1
4892,2037-12-08,4,50,2,11,44,1,7,49,21,1
4893,2037-12-09,4,40,25,15,2,38,11,34,4,1
4894,2037-12-10,21,13,11,24,7,7,15,18,20,1
4895,2037-12-11,6,7,25,29,46,36,40,24,17,1
4896,2037-12-12,5,8,49,47,22,13,6,50,30,1
4897,2037-12-13,49,27,20,16,5,16,12,47,6,1
4898,2037-12-14,19,35,31,50,11,39,37,22,11,1
4899,2037-12-15,3,45,45,48,24,44,37,22,24,1
4900,2037-12-16,40,37,2,34,49,17,44,43,38,1
4901,2037-12-17,49,28,37,43,48,16,44,14,21,1
4902,2037-12-18,15,24,25,29,11,1,17,16,37,1
4903,2037-12-19,30,1,39,33,19,34,7,10,24,1
4904,2037-12-20,44,34,46,48,38,26,45,8,48,1
4905,2037-12-21,23,43,36,17,16,20,18,43,8,1
4906,2037-12-22,47,2,47,50,33,11,29,1,35,1
4907,2037-12-23,33,21,45,38,34,19,42,10,22,1
4908,2037-12-24,12,10,11,42,27,19,3,49,29,1
4909,2037-12-25,12,7,42,19,34,48,30,34,14,1
4910,2037-12-26,38,34,12,9,22,46,1,42,1,1
4911,2037-12-27,45,45,22,17,43,12,36,11,13,1
4912,2037-12-28,44,8,30,26,44,44,12,37,11,1
4913,2037-12-29,16,37,49,18,40,22,6,50,13,1
4914,2037-12-30,31,6,13,26,36,13,30,30,23,1
4915,2037-12-31,46,12,19,38,13,15,34,31,46,1
4916,2038-01-01,31,30,2,47,37,9,28,1,45,1
4917,2038-01-02,42,26,45,43,24,20,9,13,40,1
